Hanji,TL
通書,thong-si
通書,thong-sir
通書,thong-su
通書,thong-tsir
通書,thong-tsu
這站,tsit-tsām
貨草,huè-tsháu
貨草,hè-tsháu
軟荍荍,nńg-siô-siô
貪財,tham-tsâi
貫針,kǹg-tsiam
軟骨,nńg-kut
這陣,tsit tsūn
這陣,tsit-tsūn
這陣,tsín
這陣,tsún
這馬,tsit-má
通常,thong-siông
軟晡,nńg-poo
連累,liân-luī
連紲,liân-suà
貨船,huè-tsûn
貨船,hè-tsûn
販貨,phuànn-huè
販貨,phuànn-hè
責備,tsik-pī
通報,thong-pò
貧惰,pân-tuānn
貧惰,pân-tuǎnn
貧惰,pîn-tuānn
貧惰,pîn-tuǎnn
貧惰,pûn-tuānn
貧惰骨,pîn-tuānn-kut
軟絲仔,nńg-si-á
軟塗深掘,nńg-thôo-tshim-ku̍t
這搭,tsit-tah
透暗,thàu-àm
逐暗,ta̍k-àm
赦罪,sià-tsuē
跂跤,kué kha
跂跤,ké kha
軟跤,nńg-kha
造話,tsō-uē
軟跤蝦,nńg-kha-hê
貧道,pîn-tō
這過,tsit-kuè
這過,tsit-kè
通過,thong-kuè
通過,thong-kè
造路,tsō-lōo
通鼓,thong-kóo
透暝,thàu-mê
透暝,thàu-mî
造福,tsō-hok
軟膏膏,nńg-kô-kô
逍遙,siau-iâu
貨樣,huè-iūnn
貨樣,hè-iūnn
通緝,thong-tsi̍p
販賣,huàn-buē
販賣,huàn-bē
貨頭,huè-thâu
貨頭,hè-thâu
連環,liân-khuân
這聲,tsit siann
這聲,tsit-siann
這點仔,tsit-tiám-á
逐擺,ta̍k-pái
連鞭,liâm-mi
軟轎,nńg-kiō
通譯,thong-i̍k
連續,liân-sio̍k
貪戀,tham-luân
部,phō
部,pōo
都,to
都,too
野,iá
釣,tiàu
釣,tiò
釧,tshuan
閉,pì
陪,puê
陰,iam
陰,im
陵,lîng
陵,niā
陷,hām
雪,sap
雪,seh
雪,serh
雪,suat
頂,tíng
頂𦜆,tíng-ham
部下,pōo-hā
頂下,tíng-ē
陳三五娘,Tân-sann-Gōo-niû
部份,pōo-hūn
頂勻,tíng-ûn
野心,iá-sim
雪文,sap-bûn
雪文,sap-muî
頂手,tíng-tshiú
頂日,tíng-ji̍t
頂日,tíng-li̍t
頂月,tíng-ge̍h
頂月,tíng-gue̍h
頂月日,tíng ge̍h-li̍t
頂月日,tíng gue̍h-ji̍t
頂日仔,tíng-ji̍t-á
頂日仔,tíng-li̍t-á
雪文粉,sap-bûn-hún
頂世人,tíng-sì-lâng
雪仔柑,seh-á-kam
頂冬,tíng-tang
頂司,tíng-si
頂半身,tíng puànn-sin
頂半身,tíng-puànn-sin
頂半暝,tíng-puànn-mê
頂半暝,tíng-puànn-mî
都市,too-tshī
野生,iá-sing
都合,too-ha̍p
陰地,im-tuē
陰地,im-tē
部位,pōo-uī
陪伴,puê-phuānn
陷坑,hām-khenn
陷坑,hām-khinn
野味,iá-bī
野性,iá-sìng
頂肱骨,tíng-kong-kut
部長,pōo-tiúnn
閉思,pì-sù
頂面,tíng-bīn
陷害,hām-hāi
陷眠,hām-bîn
頂真,tíng-tsin
野馬,iá-bé
陳情,tîn-tsîng
陰桮,im-pue
頂晡,tíng-poo
野球,iá-kiû
野球,iá-kiû
粟鳥仔,tshik-tsiáu-á
釣魚翁,tiò-hî-ang
釣魚翁,tiò-hû-ang
雀斑,tshiok-pan
頂替,tíng-thuè
頂替,tíng-thè
頂港,tíng-káng
陰間,im-kan
陰陽,im-iông
部落,pōo-lo̍k
頂落,tíng-lo̍h
頂腹蓋,tíng-pak-kuà
頂過,tíng-kuè
頂過,tíng-kè
釣鉤,tiò-kau
陪綴,puê-tuè
陪綴,puê-tè
釣餌,tiò-jī
釣餌,tiò-lī
陰魂,im-hûn
陰德,im-tik
頂層,tíng-tsàn
頂輩,tíng-puè
陰鴆,im-thim
陰曆,im-li̍k
陸橋,lio̍k-kiô
陰謀,im-biô
陰謀,im-bôo
頂頭,tíng-thâu
頂幫,tíng-pang
頂擺,tíng-pái
野雞仔車,iá-ke-á-tshia
野雞仔車,iá-kue-á-tshia
野獸,iá-siù
頂懸,tíng-kuân
野蠻,iá-bân
魚,Hî
魚,gû
魚,hî
魚,hîr
魚,hû
鳥,niáu
鳥,tsiáu
鹿,lo̍k
麥,be̍h
麻,bâ
麻,muâ
麻,mâ
魚丸,hî-uân
魚丸,hû-uân
魚子,hî-tsí
魚子,hû-tsí
麥片,be̍h-phìnn
鳥仔,tsiáu-á
鹿仔,lo̍k-á
麥仔,be̍h-á
魚仔市,hî-á-tshī
魚仔市,hû-á-tshī
鳥仔岫,tsiáu-á-siū
麥仔茶,be̍h-á-tê
麥仔酒,be̍h-á-tsiú
麥仔酒,bē-á-tsiú
鳥仔踏,tsiáu-á-ta̍h
麻布,muâ-pòo
魚池,Hî-tî
魚池,hî-tî
魚池,hû-tî
麻竹,muâ-tik
麻竹筍,muâ-tik-sún
魚肝油,hî-kuann-iû
魚肝油,hû-kuann-iû
鹿角,lo̍k-kak
魚刺,hî-tshì
魚刺,hû-tshì
魚拊,hî-hú
魚拊,hû-hú
麻油,muâ-iû
麻油酒,muâ-iû-tsiú
麻虱目,muâ-sat-ba̍k
麥芽膏,be̍h-bê-ko
麥芽膏,be̍h-gê-ko
麥芽膏,be̍h-gê-kor
麥芽膏,be̍h-lê-ko
麥芽膏,bē-gê-ko
麥芽糖,be̍h-gê-thn̂g
麻衫,muâ-sann
麻射,bâ-siā
魚栽,hî-tsai
魚栽,hû-tsai
魚翅,hî-tshì
魚翅,hû-tshì
麻索,muâ-soh
鹿茸,lo̍k-jiông
鹿茸,lo̍k-liông
鳥梨仔,tsiáu-lâi-á
魚脯,hî-póo
魚脯,hû-póo
麻袋,muâ-tē
麻雀,bâ-tshiok
麻雀,muâ-tshiok
麻雀子仔,muâ-tshiok-jí-á
麻雀子仔,muâ-tshiok-lí-á
魚釣仔,hî-tiò-á
魚釣仔,hû-tiò-á
魚塭,hî-ùn
魚塭,hû-ùn
麻痺,bâ-pì
鳥銃,tsiáu-tshìng
鳥鼠,niáu-tshí
鳥鼠,niáu-tshír
鳥鼠,niáu-tshú
鳥鼠仔冤,niáu-tshí-á-uan
鳥鼠仔冤,niáu-tshú-á-uan
鳥鼠仔症,niáu-tshí-á-tsìng
鳥鼠仔症,niáu-tshú-á-tsìng
鳥鼠張,niáu-tshí tng
鳥鼠張,niáu-tshí-tng
鳥鼠張,niáu-tshú-tng
鳥鼠擗仔,niáu-tshí-phia̍k-á
鳥鼠擗仔,niáu-tshú-phia̍k-á
鳥鼠觸仔,niáu-tshí-tak-á
鳥鼠觸仔,niáu-tshú-tak-á
魚網,hî-bāng
魚網,hû-bāng
魚餌,hî-jī
魚餌,hû-lī
麻糍,muâ-tsî
麻醉,bâ-tsuì
鳥擗仔,tsiáu-phia̍k-á
魚頭,hî-thâu
魚頭,hû-thâu
魚臊,hî-tsho
魚臊,hû-tsho
魚鮮,hî-tshinn
魚鮮,hû-tshinn
魚藤,hî-tîn
魚藤,hû-tîn
麻藥,bâ-io̍h
魚鰓,hî-tshi
魚鰓,hû-tshi
魚鰾,hî-piō
魚鰾,hû-piō
魚鱗,hî-lân
魚鱗,hû-lân
魚鱗𤺅仔,hî-lân-tsheh-á
魚鱗𤺅仔,hî-lân-tshè-á
魚鱗𤺅仔,hî-lân-tsè-á
魚鱗𤺅仔,hîr-lân-tsèr-á
魚鱗𤺅仔,hû-lân-tshè-á
麻粩,muâ-láu
傍,pn̄g
傍,pōng
傘,suànn
傘,sàn
傑出,kia̍t-tshut
備查,pī-tsa
傀儡,ka-lé
傀儡戲,ka-lé-hì
割,kat
割,kuah
創,tshong
創,tshòng
勞,lóo
勞,lô
勞,lō
博,phok
啼,thî
喀,khe̍nnh
喂,--eh
喂,--ueh
喂,uê
喃,nauh
善,siān
喈,kainn
喊,hiàm
喊,hán
喋,sah
喋,thi̍h
喌,tsiuh
喌,tsû
喌,tsű
喓,iaunn
喔,--ooh
喘,tshuán
喙,tshuì
喝,hat
喝,huah
喝,há
喢,sannh
喙䫌,tshuì-phué
喙䫌,tshuì-phuí
喙䫌,tshuì-phé
勞力,lóo-la̍t
勞力,lô-li̍k
勞工,lô-kang
博士,phok-sū
喙口,tshuì-kháu
喙下斗,tshuì-ē-táu
喘大氣,tshuán-tuā-khuì
勞心,lô-sim
喙斗,tshuì-táu
喙水,tshuì-suí
割包,kuah-pau
喇叭,lá-pah
喙白,tshuì-pe̍h
割肉,kuah-bah
喙舌,tshuì-tsi̍h
喙舌,tshuì-tsī
勝利,sìng-lī
喙尾,tshuì-bué
喙尾,tshuì-bé
善男信女,siān-lâm-sìn-lí
善男信女,siān-lâm-sìn-lú
善良,siān-liông
喙角,tshuì-kak
喜帖,hí-thiap
創治,tshòng-tī
博物,phok-bu̍t
博物館,phok-bu̍t-kuán
創空,tshòng-khang
喙空,tshuì-khang
喙花,tshuì-hue
割金,kuah-kim
喝咻,huah-hiu
喝玲瑯,huah-lin-long
割香,kuah-hiunn
啼哭,thî-khàu
喝拳,huah-kûn
喘氣,tshuán-khuì
割耙,kuah-pē
喙臭,tshuì-tshàu
喜酒,hí-tsiú
勞動,lô-tōng
喙脣,tshuì-tûn
喙脣皮,tshuì-tûn-phuê
喙脣皮,tshuì-tûn-phê
割貨,kuah-huè
割貨,kuah-hè
創造,tshòng-tsō
喝魚仔,huah-hî-á
喝魚仔,huah-hû-á
割喉,kuah-âu
啼啼哭哭,thî-thî-khàu-khàu
創景,tshòng-kíng
喙殘,tshuì-tsuânn
喙焦,tshuì-ta
博愛,phok-ài
創業,tshòng-gia̍p
喉滇,âu-tīnn
勞煩,lô-huân
喀痰,khe̍nnh thâm
喙罨,tshuì-am
喙箍,tshuì-khoo
割價,kuah-kè
喜劇,hí-kio̍k
喑噁,ìnn-ònn
割稻仔,kuah-tiū-á
割稻仔尾,kuah-tiū-á-bué
割稻仔尾,kuah-tiū-á-bé
喙齒,tshuì-khí
喙齒根,tshuì-khí-kin
喙齒根,tshuì-khí-kun
創辦,tshòng-pān
創舉,tshòng-kí
創舉,tshòng-kú
喉韻,âu-ūn
喙瀾,tshuì-nuā
喉鐘,âu-tsing
喙鬚,tshuì-tshiu
喨,liang
單,tan
單,tuann
圍,uî
圍,û
堪,kham
報,pò
報,pòr
場,tiônn
場,tiûnn
場,tshiâng
壺,hôo
壺,ôo
圍巾,uî-kin
圍巾,uî-kun
單元,tan-guân
報仇,pò-siû
喨仔,liang-á
喪失,sòng-sit
場合,tiûnn-ha̍p
單位,tan-uī
報告,pò-kò
單身,tuann-sin
喪事,song-sū
報到,pò-tò
場所,tiûnn-sóo
場面,tiûnn-bīn
報冤,pò-uan
報恩,pò in
報恩,pò-un
單純,tan-sûn
報紙,pò-tsuá
報馬仔,pò-bé-á
單逝,tuann-tsuā
報復,pò-ho̍k
圍棋,uî-kî
報答,pò-tap
單跤手,tuann-kha-tshiú
報數,pò-siàu
報銷,pò-siau
單獨,tan-to̍k
報頭,pò-thâu
圍牆,uî-tshiûnn
圍軀裙,iû-siu-kûn
圍軀裙,uî-sir-kûn
圍軀裙,uî-su-kûn
圍軀裙,û-su-kûn
圍爐,uî-lôo
媌,bâ
媠,suí
富,hù
富,pù
寒,gân
寒,hân
寒,kuânn
尊,tsun
尋,siâm
尋,sîm
就,tsiū
就,tō
媒人,hm̂-lâng
媒人,hûn-lâng
媒人,muâi-lâng
媒人,muê-lâng
寒人,kuânn--lâng
媒人公,hm̂-lâng-kong
媒人公,muê-lâng-kong
媒人婆,hm̂-lâng-pô
媒人婆,muâi-lâng-pôr
媒人婆,muê-lâng-pô
媒人喙,hm̂-lâng-tshuì
媒人喙,muê-lâng-tshuì
媒人禮,hm̂-lâng-lé
媒人禮,muê-lâng-lé
富戶,hù-hōo
寒天,kuânn-thinn
媌仔,bâ-á
媠色,suí-sik
尊長,tsun-tióng
就近,tsiū-kīn
就近,tsiū-kūn
就是,tō sī
就按呢,tsiū-án-ne
寒流,hân-liû
寒衫,kuânn-sann
尊重,tsun-tiōng
媠氣,suí-khuì
富強,hù-kiông
寒著,kuânn--tio̍h
寒著,kuânn--tio̍rh
富貴,Hù-kuì
富貴,hù-kuì
尊貴,tsun-kuì
尊敬,tsun-kìng
富裕,hù-jū
富裕,hù-lū
尊稱,tsun-tshing
寒熱,kuânn-jua̍h
寒熱,kuânn-lua̍h
寒熱仔,kuânn-jia̍t-á
寒熱仔,kuânn-lia̍t-á
媠噹噹,suí-tang-tang
尊嚴,tsun-giâm
帽,bō
帽,bōr
幅,hok
幅,pak
幾,kuí
幾,kí
循,sûn
循,sūn
幾工,kuí kang
帽仔,bō-á
帽仔,bōr-á
帽仔,bǒ-á
悲哀,pi-ai
幾若,kuí-nā
幾若工,kuí-nā kang
復原,ho̍k-guân
復習,ho̍k-si̍p
悶悶,būn-būn
悲傷,pi-siong
悲慘,pi-tshám
悲劇,pi-kio̍k
復興,Ho̍k-hing
復興,ho̍k-hing
循環,sûn-khuân
復職,ho̍k-tsit
悲觀,pi-kuan
惡,ok
惡,ònn
惱,ló
惱,lóo
惱,náu
愖,sīm
愣,gāng
捶,tuî
掌,tsiáng
掌,tsióng
掌,tsiónn
掌,tsiúnn
掔,khian
掣,tshiat
掣,tshuah
掰,pué
掰,pé
掰,pér
揀,kán
揀,kíng
揈,hong
揉,jiû
揉,liû
擗,phia̍k
擗,pia̍k
揌,sai
揍,bok
描,biâu
描,biô
提,the̍h
提,thue̍h
提,thê
提,thē
插,tshah
插,tshap
插一跤,tshap-tsi̍t-kha
惡人,ok-lâng
插手,tshap-tshiú
捶心肝,tuî-sim-kuann
掰手面,pué-tshiú-bīn
插代誌,tshap tāi-tsì
提出,thê-tshut
提名,thê-miâ
提防,thê-hông
提供,thê-kiong
惡性,ok-sìng
提拔,thê-pua̍t
插枝,tshah-ki
插花,tshah-hue
插花仔,tshah-hue-á
惡毒,ok-to̍k
掣流,tshuah-lâu
揀食,kíng-tsia̍h
提案,thê-àn
惱氣,lóo-khì
插班,tshah-pan
插胳,tshah-koh
揀茶,kíng-tê
提起,thê-khí
惡馬,ok-bé
插喙,tshap-tshuì
插喙插舌,tshap-tshuì-tshap-tsi̍h
惡報,ok-pò
掌握,tsióng-ak
插牌,tshap-pâi
揀菜,káinn-tshài
揀菜,kíng tshài
揀菜,kíng-tshài
掰開,pué-khui
插話,tshah-uē
描寫,biâu-siá
描寫,biô-siá
插潲,tshap-siâu
惡確確,ok-khia̍k-khia̍k
提親,thê-tshin
提醒,thê-tshénn
提醒,thê-tshínn
提頭,thê-thâu
插頭,tshah-thâu
插雜,tshap-tsa̍p
提議,thê-gī
惡霸,ok-pà
掌權,tsióng-khuân
換,uānn
揜,iap
握,ak
握,ap
握,ok
揣,tshuē
揣,tshē
揣,tshēr
揣,tshěr
揬,tuh
揬,tu̍h
揬,tū
揲,tia̍p
揹,phāinn
揹,phǎinn
揹,pē
摒,piànn
敢,kám
敢,kánn
散,suànn
散,suánn
散,sàn
散,sán
敧,khi
敨,tháu
景,kíng
散工,suànn-kang
散工,suánn-kang
散凶,sàn-hiong
散凶人,sàn-hing-lâng
散凶人,sàn-hiong-lâng
敨中氣,tháu tiong-khuì
換手,uānn-tshiú
握手,ak-tshiú
散文,suànn-bûn
斯文,su-bûn
敢毋是,kám m̄ sī
散仙,suànn-sian
摒本,piànn-pún
敢有,kám ū
敢死,kánn-sí
景色,kíng-sik
援助,uān-tsōo
揜尾狗,iap-bué-káu
揜尾狗,iap-bé-káu
散形,suànn-hîng
散赤,sàn-tshiah
換帖的,uānn-thiap--ê
換紅,uānn-âng
敢若,kánn-ná
散食人,sàn-tsia̍h-lâng
敨氣,tháu khì
敨氣,tháu-khuì
景氣,kíng-khì
散陣,suànn-tīn
散鬼,sàn-kuí
斑馬,pan-má
斑馬線,pan-má-suànn
換做,uānn-tsuè
換做,uānn-tsò
摒掃,piànn-sàu
散票,suánn-phiò
敢通,kám thang
普通,phóo-thong
摒貨底,piànn-huè-té
摒貨底,piànn-hè-tué
普普仔,phóo-phóo-á
普渡,phóo-tōo
敨開,tháu--khui
散會,sàn-huē
換準,uānn-tsún
斑節蝦,pan-tsat-hê
普遍,phóo-phiàn
智慧,tì-huī
景緻,kíng-tì
散賣,suánn-buē
散賣,suánn-bē
換鋪,uānn-phoo
散學,suànn-o̍h
揣頭路,tshuē thâu-lōo
揣頭路,tshē thâu-lōo
敢講,kám-kóng
斑鴿,pan-kah
智識,tì-sik
晾,nê
晾,nî
替,therè
替,thuè
替,thè
朝,tiau
朝,tiâu
期,ki
期,kî
棉,biân
棉,mî
棋,kî
棕,tsang
棗,tsó
棗,tsór
棚,pênn
棚,pîng
棚,pînn
棟,tàng
棟,tòng
椅,í
棋子,kî-jí
棋子,kî-lí
替手,thuè-tshiú
替手,thè-tshiú
棺木,kuan-bo̍k
朝代,tiâu-tāi
棉仔,mî-á
棍仔,kùn-á
棗仔,tsó--á
棗仔,tsó-á
棗仔,tsór-á
椅仔,í-á
棑仔頭,pâi-á-thâu
替身,thuè-sin
替身,thè-sin
最後,tsuè-āu
期待,kî-thāi
椅苴,í-tsū
期限,kî-hān
棺柴,kuann-tshâ
椅桌,í-toh
棉紗,mî-se
暑假,sú-ká
椅條,í-liâu
棒球,pāng-kiû
替換,thuè-uānn
替換,thè-uānn
棕筅仔,tsang-tshíng-á
期間,kî-kan
棉裘,mî-hiû
椅墊仔,í-tiām-á
棕蓑,tsang-sui
棋盤,kî-puânn
椅頭仔,í-thâu-á
棉襀,mî-tsioh
棉襀被,mî-tsioh-phuē
棉襀被,mî-tsioh-phē
椅轎,í-kiō
棕鑢仔,tsang-lù-á
椏,ue
欺,khi
款,khuán
款,khuánn
殕,phú
殼,khak
殼,khok
毯,thán
減,kiám
渡,tōo
渧,tè
渡口,tōo-kháu
毯仔,thán-á
殼仔絃,khak-á-hiân
殕色,phú-sik
殘忍,tsân-jím
殘忍,tsân-lím
減法,kiám-huat
植物,si̍t-bu̍t
款待,khuán-thāi
椪柑,phòng-kam
減省,kiám-síng
欺負,khi-hū
渡船,tōo-tsûn
殕殕,phú-phú
殘酷,tsân-khok
欺瞞,khi-muâ
渡頭,tōo-thâu
款勸,khuán-khǹg
港,káng
渴,khat
渴,khuah
湖,ôo
湠,thuànn
湧,ióng
湧,íng
湯,thng
湯,thong
湳,làm
湳田,làm tshân
湳田,làm-tshân
湯匙仔,thng-sî-á
湯匙仔菜,thng-sî-á-tshài
測量,tshik-liông
測量,tshik-liōng
湠開,thuànn--khui
港路,káng-lōo
港墘,Káng-kînn
港墘,káng-kînn
湠種,thuànn-tsíng
湯頭,thng-thâu
測驗,tshik-giām
焙,puē
焙,pē
焙,pēr
焙,pěr
焠,tshuh
焠,tshuì
無,bô
無,bôr
無,bû
焦,na
焦,ta
焦,tsiau
煮,tsí
煮,tsír
煮,tsú
牌,pâi
牚,thènn
犅,káng
猌,gīn
猴,kâu
猶,iu
猶,iáu
猶,iû
無一定,bô-it-tīng
無了時,bô-liáu-sî
無人緣,bô-lâng-iân
牌子,pâi-tsú
猴山仔,kâu san--á
猴山仔,kâu-san--á
猴山仔,kâu-san-á
無大無細,bô-tuā-bô-suè
無大無細,bô-tuā-bô-sè
無下落,bô-hē-lo̍h
無心肝,bô-sim-kuann
無心情,bô-sim-tsîng
無天理,bô thinn-lí
無毋著,bô m̄-tio̍h
猶毋過,iáu-m̄-koh
犀牛,sai-gû
無仝,bô kāng
牌仔,pâi-á
無代無誌,bô-tāi-bô-tsì
無去,bô khì
無去,bô--khì
無去,bô--khìr
無半步,bô-puànn-pōo
無可奈何,bû-khó-nāi-hô
無半絲,bô-puànn-si
無半項,bô-puànn-hāng
無半撇,bô-puànn-phiat
猶未,iáu-buē
猶未,iáu-bē
無打緊,--bô-tánn-kín
猴囡仔,kâu-gín-á
猶有,iáu-ū
無尾巷,bô-bué-hāng
無尾巷,bô-bé-hāng
無步,bô-pōo
無良心,bô-liông-sim
無事使,bô-sū-sái
無依無倚,bô-i-bô-uá
滋味,tsu-bī
無奈,bô-nāi
無奈何,bô-ta-uâ
無定著,bô-tiānn-tio̍h
無拄好,bô-tú-hó
無所謂,bû-sóo-uī
無法伊,bô-huat--i
無法度,bô-huat-tōo
無法無天,bû-huat-bû-thian
無空,bô-khang
無的確,bô-tik-khak
然後,jiân-āu
然後,liân-āu
猶是,iáu-sī
無某無猴,bô-bóo-bô-kâu
焦洗,ta-sué
焦洗,ta-sé
無相干,bô-siong-kan
無限,bû-hān
無要無緊,bô-iàu-bô-kín
無要緊,bua̋-kín
無要緊,bô iàu-kín
無要緊,bô-iàu-kín
無要緊,bô-á-kín
無要緊,bôr-á-kín
煮食,tsú-tsia̍h
煮食裙仔,tsú-tsia̍h-kûn-á
猶原,iu-guân
無差,bô-tsha
焦料,ta-liāu
無氣,bô-khuì
無眠,bô-bîn
無神,bô-sîn
焙茶,puē-tê
無偌久,bô-guā-kú
無夠月,bô-kàu-ge̍h
無夠月,bô-kàu-gue̍h
無啥物,bô-siánn-mih
無夠重,bô-kàu-tāng
無啥貨,bô-siánn-huè
無啥貨,bô-siánn-hè
無彩,bô-tshái
無彩工,bô-tshái-kang
無張持,bô-tiunn-tî
無情,bô-tsîng
無望,bô-bāng
焦涸涸,ta-khok-khok
無細膩,bô-suè-lī
無細膩,bô-sè-jī
無通,bô-thong
無辜,bû-koo
無量,bô-liōng
無閒,bô-îng
無傳,bô-thn̂g
無傳,bô-thuînn
無傳,bôr-thn̂g
無愛,buaih
無愛,bô ài
無愛,bô-ài
無愛,bôr ài
無意中,bô-ì-tiong
無意無思,bô-ì-bô-sù
牌照,pâi-tsiàu
無路,bô-lōo
無路用,bô lōo-iōng
無路用,bô-lōo-īng
無路來,bô-lōo-lâi
無較縒,bô-khah-tsua̍h
無暝無日,bô-mê-bô-ji̍t
無暝無日,bô-mî-bô-li̍t
無疑,bô-gî
無疑悟,bô-gî-ngōo
無精差,bô-tsing-tsha
牚腿,thènn-thuí
牚腿,thìnn-thuí
猶閣,iáu-koh
猶閣咧,iáu-koh teh
猴齊天,Kâu Tsê-thian
無影,bô-iánn
無影無跡,bô-iánn-bô-tsiah
無線電,bô-suànn-tiān
無論,bô-lūn
無銷,bô-siau
滋養,tsu-ióng
無錯,bô-tshò
牚頭,thènn-thâu
無頭神,bô-thâu-sîn
猴戲,kâu-hì
焦燥,ta-sò
無膽,bô-tánn
無聲無說,bô-siann-bô-seh
無聲無說,bô-siann-bô-sueh
無講無呾,bô-kóng-bô-tànn
無禮,bô-lé
焦鬆,ta-sang
無礙著,bô-gāi-tio̍h
牚懸,thènn-kuân
無議量,bô-gī-niū
無鹹無纖,bô-kiâm-bô-siam
無攬無拈,bô-lám-bô-ne
琴,khîm
番,han
番,huan
畫,uē
畫,uě
畫,uī
痚,he
痟,siau
痟,siáu
痠,sng
痣,kì
痧,sua
發,huat
發,hua̍t
發,puh
痟人,siáu-lâng
痡心,pôo-sim
番仔,huan-á
番仔火,huan-á-hué
番仔火,huan-á-hé
番仔火,huan-á-hér
番仔油,huan-á-iû
番仔幔,huan-á-mua
番仔樓,huan-á-lâu
番仔薑,huan-á-kionn
番仔薑,huan-á-kiunn
發出,huat-tshut
發生,huat-sing
發行,huat-hîng
發作,huat-tsok
畫巡,uē sûn
畫巡,uē-sûn
畫尪仔,uē-ang-á
發狂,huat-kông
發角,huat-kak
痚呴,he-ku
痚呴嗽,he-ku-sàu
發性地,huat-sìng-tuē
發性地,huat-sìng-tē
痠抽疼,sng-thiu-thiànn
發明,huat-bîng
痟狗,siáu-káu
發炎,huat-iām
痟狗症,siáu-káu-tsìng
痟狗湧,siáu-káu-íng
番社,huan-siā
痟的,siáu--ê
發芽,huat-gê
發芽,puh-gê
發表,huat-piáu
痛苦,thòng-khóo
發展,huat-tián
痠疼,sng-thiànn
發粉,huat-hún
登記,ting-kì
發起,huat-khí
發動,huat-tōng
番婆,huan-pô
發現,huat-hiān
畫符仔,uē-hû-á
痟貪,siáu-tham
痠軟,sng-nńg
番麥,huan-be̍h
番麥,huan-bē
發喙齒,huat tshuì-khí
發揚,huat-iông
發揮,huat-hui
琵琶,pî-pê
痟痟,siáu-siáu
番黍,huan-sué
番黍,huan-sé
發落,hua̍t-lo̍h
番號,huan-hō
痟話,siáu uē
發達,huat-ta̍t
發粿,huat-kué
發粿,huat-ké
發粿,huat-kér
發酵,huat-kànn
發燒,huat-sio
發穎,huat-ínn
發穎,puh-ínn
畫糖尪仔,uē-thn̂g-ang-á
番鴨,huan-ah
發癀,huat-hông
番薯,an-tsîr
番薯,han-tsî
番薯,han-tsîr
番薯,han-tsû
番薑仔,huan-kiunn-á
番薯粉,han-tsî-hún
番薯粉,han-tsû-hún
番薯箍,han-tsî-khoo
番薯箍,han-tsû-khoo
番薯簽,han-tsî-tshiam
番薯簽,han-tsû-tshiam
番顛,huan-tian
發願,huat-guān
發覺,huat-kak
睏,khùn
短,tuán
短,té
短,tér
硞,khok
硞,kho̍k
硩,teh
硬,gīng
硬,ngē
硬,ngī
硬,ngǐ
硯,hīnn
稅,suè
稅,sè
稅,sèr
窗,thang
窗,tshong
童,Tâng
童,tâng
童,tông
短䘼,té-ńg
窗仔,thang-á
窗仔門,thang-á-mn̂g
窗仔框,thang-á-khing
童乩,tâng-ki
程序,thîng-sū
短命,té-miā
睏坦敧,khùn thán-khi
稀奇,hi-kî
硩定,teh-tiānn
睏房,khùn-pâng
硬押,ngē-ah
硬押,ngī-ah
硬拄硬,ngē-tú-ngē
硬拄硬,ngī-tú-ngī
硩枝,teh-ki
稅金,suè-kim
稅金,sè-kim
程度,thîng-tōo
硩扁,teh-pínn
睏衫,khùn-sann
稅厝,suè-tshù
稅厝,sè-tshù
稅厝,sèr-tshù
硬氣,ngē-khì
硬氣,ngī-khì
睏眠,khùn-bîn
硬迸迸,ngē-piàng-piàng
硬迸迸,ngī-piàng-piàng
硬骨,ngē-kut
硬骨,ngī-kut
硬掙,ngē-tsiānn
硬掙,ngī-tsiānn
睏晝,khùn-tàu
短期,té-kî
硞著,kho̍k-tio̍h
稀微,hi-bî
短歲壽,té-huè-siū
短歲壽,té-hè-siū
硩落去,teh--lo̍h--khìr
硩落去,teh--lo̍h-khì
硩落去,teh--lo̍rh-khì
硩落去,teh--lueh
短路,té-lōo
短銃,té-tshìng
硩嗽,teh-sàu
硬篤,ngē-táu
硬篤,ngī-táu
睏褲,khùn-khòo
短褲,té-khòo
睏醒,khùn-tshénn
睏醒,khùn-tshínn
童謠,tông-iâu
硩驚,teh-kiann
筅,tsháinn
筅,tshíng
筆,pit
等,tán
等,tíng
筊,kiáu
筋,kin
筋,kirn
筋,kun
筍,sún
筐,khing
筐,khong
筒,tâng
筒,tông
粞,tshuè
粞,tshè
粟,siok
粟,tshik
粧,tsng
粧,tsong
結,kat
結,kiat
絕,tse̍h
絕,tse̍rh
絕,tsua̍t
絚,ân
絞,ká
絞,káu
絨,jiông
絨,liông
絲,si
等一下,tán--tsi̍t-ē
結子,kiat-tsí
筅仔,tshíng-á
筊仙,kiáu-sian
筍仔,sún-á
筐仔,khing-á
粟仔,tshik-á
絨仔布,jiông-á-pòo
絨仔布,liông-á-pòo
筒仔米糕,tâng-á-bí-ko
絲仔襪,si-á-bue̍h
筊本,kiáu-pún
絕交,tsua̍t-kau
結冰,kiat-ping
結合,kiat-ha̍p
絞肉,ká-bah
結局,kiat-kio̍k
結束,kiat-sok
筊岫,kiáu-siū
等於,tíng-î
等於,tíng-û
筊東,kiáu-tong
結果,kiat-kó
粟青,tshik-tshenn
粟青,tshik-tshinn
等咧,tán--leh
等待,tán-thāi
結怨,kiat-uàn
結拜,kiat-pài
粟倉,tshik-tshng
等候,tán-hāu
